date,plant,production_line,shift,vehicle_model,planned_production,actual_production,scrap_units,rework_units,downtime_minutes
2024-05-30,Plant-C,Line-3,Shift-B,Utility-A,600,1016,44,16,56
2024-03-11,Plant-C,Line-2,Shift-B,SUV-B,1066,485,32,24,115
2024-01-03,Plant-C,Line-1,Shift-A,Offroad-A,1131,1114,24,14,75
2024-11-09,Plant-A,Line-3,Shift-B,Offroad-A,1064,777,18,24,9
2024-02-01,Plant-A,Line-2,Shift-A,SUV-B,947,1179,8,20,83
2024-10-13,Plant-A,Line-3,Shift-C,SUV-B,625,378,48,18,17
2024-03-22,Plant-C,Line-3,Shift-B,SUV-B,1032,944,46,23,107
2024-02-12,Plant-B,Line-2,Shift-B,SUV-A,920,679,36,6,55
2024-04-14,Plant-D,Line-2,Shift-A,Utility-A,738,383,35,11,35
2024-01-01,Plant-A,Line-3,Shift-C,Offroad-A,734,853,35,38,50
2024-03-01,Plant-B,Line-3,Shift-B,SUV-A,580,1177,14,10,60
2024-09-26,Plant-C,Line-1,Shift-C,SUV-A,932,453,4,32,18
2024-06-28,Plant-A,Line-3,Shift-C,SUV-B,671,843,16,24,80
2024-08-11,Plant-C,Line-1,Shift-B,Utility-A,593,720,29,38,103
2024-01-06,Plant-B,Line-1,Shift-C,SUV-B,937,737,6,33,10
2024-04-12,Plant-A,Line-1,Shift-C,Offroad-A,1196,1094,5,10,4
2024-01-10,Plant-A,Line-3,Shift-B,Utility-A,880,586,14,15,100
2024-03-11,Plant-A,Line-1,Shift-A,SUV-B,497,1084,45,31,44
2024-03-30,Plant-A,Line-3,Shift-B,Offroad-A,829,439,9,14,99
2024-08-13,Plant-B,Line-3,Shift-C,SUV-A,911,682,5,39,44
2024-06-06,Plant-A,Line-2,Shift-B,Offroad-A,1130,726,41,14,47
2024-08-15,Plant-D,Line-3,Shift-A,Offroad-A,726,589,40,6,107
2024-05-05,Plant-D,Line-3,Shift-C,Offroad-A,1184,1079,12,36,13
2024-07-27,Plant-C,Line-1,Shift-C,Utility-A,1199,531,13,39,116
2024-04-06,Plant-A,Line-3,Shift-A,SUV-A,977,606,0,1,27
2024-03-14,Plant-D,Line-3,Shift-A,Utility-A,815,1093,32,5,116
2024-04-24,Plant-D,Line-2,Shift-C,SUV-A,510,538,18,35,8
2024-07-09,Plant-D,Line-2,Shift-A,SUV-B,611,1190,8,38,58
2024-06-18,Plant-B,Line-1,Shift-B,SUV-B,1082,764,36,37,37
2024-11-02,Plant-A,Line-1,Shift-A,Offroad-A,970,604,48,27,92
2024-07-22,Plant-B,Line-2,Shift-B,Offroad-A,429,394,47,21,24
2024-02-25,Plant-B,Line-2,Shift-C,Utility-A,666,1177,11,36,71
2024-07-26,Plant-D,Line-3,Shift-C,SUV-A,1065,947,4,4,47
2024-02-10,Plant-D,Line-1,Shift-C,SUV-A,749,550,5,17,18
2024-02-01,Plant-C,Line-1,Shift-C,SUV-A,913,708,10,10,1
2024-01-15,Plant-A,Line-3,Shift-C,Offroad-A,1080,692,37,7,5
2024-03-02,Plant-A,Line-3,Shift-A,Offroad-A,613,561,9,19,29
2024-06-03,Plant-D,Line-1,Shift-A,SUV-A,650,980,14,10,60
2024-10-10,Plant-D,Line-2,Shift-C,Offroad-A,942,647,49,26,1
2024-07-27,Plant-A,Line-2,Shift-A,SUV-A,718,504,38,28,50
2024-11-15,Plant-C,Line-3,Shift-A,Utility-A,582,1047,27,24,82
2024-07-05,Plant-D,Line-1,Shift-C,SUV-B,588,546,2,18,12
2024-05-09,Plant-C,Line-3,Shift-A,SUV-A,1124,1198,15,1,48
2024-05-06,Plant-B,Line-2,Shift-C,Offroad-A,526,831,44,38,116
2024-10-18,Plant-D,Line-2,Shift-C,Utility-A,695,1062,16,1,7
2024-04-23,Plant-B,Line-3,Shift-C,Offroad-A,422,1127,35,6,8
2024-07-17,Plant-D,Line-2,Shift-C,Offroad-A,929,728,18,30,22
2024-01-13,Plant-B,Line-1,Shift-A,Offroad-A,478,1097,3,32,100
2024-09-27,Plant-D,Line-3,Shift-A,SUV-A,945,1055,24,10,71
2024-03-29,Plant-C,Line-3,Shift-B,Utility-A,869,716,26,39,72
2024-08-02,Plant-C,Line-3,Shift-B,SUV-A,1018,886,11,39,15
2024-10-04,Plant-C,Line-2,Shift-C,SUV-B,704,1120,26,12,15
2024-07-21,Plant-B,Line-1,Shift-B,SUV-A,847,420,3,9,11
2024-03-14,Plant-C,Line-3,Shift-A,SUV-B,598,377,23,37,88
2024-01-25,Plant-B,Line-3,Shift-A,Utility-A,590,742,16,19,10
2024-04-10,Plant-D,Line-2,Shift-B,Utility-A,631,872,25,20,81
2024-06-24,Plant-B,Line-1,Shift-B,SUV-A,973,698,17,13,12
2024-04-26,Plant-D,Line-3,Shift-A,SUV-A,953,467,21,23,34
2024-06-14,Plant-A,Line-2,Shift-B,Offroad-A,423,729,5,39,81
2024-02-10,Plant-A,Line-3,Shift-A,SUV-B,1074,557,18,6,106
2024-12-09,Plant-A,Line-2,Shift-A,Offroad-A,860,772,36,4,93
2024-04-29,Plant-B,Line-1,Shift-B,Offroad-A,582,442,33,5,42
2024-04-06,Plant-A,Line-2,Shift-B,Utility-A,832,490,10,39,100
2024-05-24,Plant-A,Line-3,Shift-C,SUV-A,1006,704,23,34,29
2024-08-03,Plant-A,Line-3,Shift-C,Utility-A,482,872,44,8,59
2024-08-16,Plant-D,Line-2,Shift-C,SUV-A,492,1152,36,0,66
2024-11-08,Plant-C,Line-1,Shift-C,Utility-A,677,1100,22,38,28
2024-05-09,Plant-B,Line-1,Shift-C,Utility-A,1016,1125,39,19,24
2024-12-17,Plant-A,Line-3,Shift-A,Utility-A,484,1124,42,5,65
2024-11-13,Plant-D,Line-3,Shift-B,SUV-B,972,418,3,31,110
2024-05-16,Plant-C,Line-2,Shift-A,Utility-A,607,931,17,12,4
2024-11-19,Plant-C,Line-2,Shift-C,SUV-B,1069,1046,29,38,94
2024-12-02,Plant-C,Line-2,Shift-C,Utility-A,980,473,14,39,4
2024-09-29,Plant-D,Line-1,Shift-B,SUV-A,843,768,36,20,84
2024-04-26,Plant-A,Line-1,Shift-A,SUV-B,1173,1083,22,36,111
2024-11-01,Plant-C,Line-3,Shift-C,SUV-A,1145,872,11,11,48
2024-04-03,Plant-D,Line-3,Shift-C,SUV-A,769,1027,3,5,25
2024-06-16,Plant-D,Line-3,Shift-C,SUV-A,1050,952,3,14,70
2024-07-21,Plant-B,Line-2,Shift-C,SUV-B,1191,1109,40,20,29
2024-12-06,Plant-D,Line-1,Shift-A,Offroad-A,875,690,40,20,97
2024-05-28,Plant-C,Line-3,Shift-A,SUV-B,903,654,13,27,27
2024-07-01,Plant-C,Line-3,Shift-C,Offroad-A,630,1152,7,35,13
2024-05-31,Plant-D,Line-3,Shift-A,SUV-B,759,506,22,16,17
2024-03-14,Plant-C,Line-3,Shift-C,Utility-A,962,437,0,6,56
2024-12-30,Plant-D,Line-3,Shift-B,Offroad-A,1150,577,10,22,107
2024-09-30,Plant-C,Line-3,Shift-B,Utility-A,418,714,26,21,80
2024-02-11,Plant-B,Line-1,Shift-B,Offroad-A,1089,995,3,9,24
2024-07-30,Plant-A,Line-3,Shift-A,SUV-B,608,615,28,17,69
2024-04-10,Plant-B,Line-1,Shift-C,SUV-B,530,433,16,1,4
2024-02-14,Plant-B,Line-2,Shift-B,Offroad-A,1142,561,48,11,52
2024-03-22,Plant-A,Line-1,Shift-B,Utility-A,783,567,18,38,84
2024-01-17,Plant-C,Line-2,Shift-A,SUV-A,491,1098,44,21,117
2024-03-13,Plant-A,Line-1,Shift-A,Offroad-A,942,500,48,21,38
2024-01-14,Plant-D,Line-1,Shift-B,Offroad-A,761,1035,23,21,56
2024-06-05,Plant-A,Line-3,Shift-C,Utility-A,1160,489,43,5,113
2024-08-10,Plant-B,Line-1,Shift-C,SUV-A,523,404,45,36,83
2024-05-11,Plant-A,Line-1,Shift-C,Offroad-A,1047,490,40,19,10
2024-12-03,Plant-C,Line-3,Shift-B,SUV-A,672,423,43,5,68
2024-02-16,Plant-B,Line-2,Shift-A,SUV-A,754,484,31,8,101
2024-04-16,Plant-D,Line-3,Shift-C,SUV-B,499,1178,30,28,102
2024-04-17,Plant-C,Line-3,Shift-B,Utility-A,1130,991,48,36,98
2024-09-21,Plant-B,Line-3,Shift-B,Offroad-A,1015,1093,15,4,98
2024-07-23,Plant-D,Line-2,Shift-A,Offroad-A,700,375,31,12,24
2024-03-19,Plant-C,Line-1,Shift-C,SUV-A,1008,837,43,26,29
2024-06-03,Plant-D,Line-1,Shift-B,Offroad-A,602,784,41,22,1
2024-09-27,Plant-A,Line-3,Shift-C,SUV-A,420,930,33,36,83
2024-09-03,Plant-A,Line-3,Shift-C,Offroad-A,597,411,34,33,35
2024-01-19,Plant-D,Line-1,Shift-C,Utility-A,511,549,36,24,36
2024-12-11,Plant-A,Line-1,Shift-B,Offroad-A,548,839,15,36,1
2024-01-26,Plant-D,Line-1,Shift-C,SUV-A,780,842,20,22,111
2024-08-04,Plant-C,Line-2,Shift-A,SUV-A,1154,1028,12,27,107
2024-06-02,Plant-B,Line-2,Shift-B,Offroad-A,582,817,17,25,46
2024-06-02,Plant-D,Line-3,Shift-B,Offroad-A,1195,465,1,11,90
2024-06-22,Plant-B,Line-2,Shift-C,SUV-A,736,720,32,38,95
2024-04-01,Plant-B,Line-3,Shift-C,SUV-B,737,1000,40,2,58
2024-12-03,Plant-D,Line-1,Shift-C,SUV-B,699,581,17,8,3
2024-06-29,Plant-A,Line-1,Shift-B,Offroad-A,1000,797,27,14,90
2024-05-10,Plant-C,Line-3,Shift-A,Utility-A,621,563,36,7,93
2024-10-24,Plant-B,Line-1,Shift-A,Offroad-A,1159,557,34,27,66
2024-10-01,Plant-C,Line-3,Shift-B,Utility-A,808,451,36,25,45
2024-09-29,Plant-B,Line-3,Shift-A,Offroad-A,1088,1159,11,15,108
2024-03-16,Plant-D,Line-3,Shift-C,SUV-A,517,359,39,33,90
2024-06-25,Plant-A,Line-2,Shift-B,Offroad-A,573,822,7,19,101
2024-07-02,Plant-C,Line-3,Shift-A,Utility-A,618,472,24,0,35
2024-11-14,Plant-B,Line-3,Shift-B,Utility-A,775,1136,6,23,64
2024-05-10,Plant-D,Line-3,Shift-A,Offroad-A,1129,353,1,28,98
2024-12-28,Plant-D,Line-2,Shift-B,Offroad-A,718,816,32,3,55
2024-02-18,Plant-B,Line-1,Shift-A,SUV-B,988,608,32,3,75
2024-02-24,Plant-B,Line-2,Shift-B,Offroad-A,487,1070,39,37,34
2024-06-02,Plant-B,Line-3,Shift-B,Offroad-A,477,1127,48,2,118
2024-12-20,Plant-A,Line-2,Shift-B,SUV-A,840,1123,22,39,81
2024-07-18,Plant-B,Line-1,Shift-B,Utility-A,600,636,4,1,109
2024-11-03,Plant-B,Line-1,Shift-B,SUV-B,975,380,13,28,100
2024-12-21,Plant-A,Line-3,Shift-C,SUV-A,814,1037,7,27,22
2024-04-27,Plant-D,Line-1,Shift-B,Offroad-A,403,870,19,11,96
2024-09-19,Plant-B,Line-2,Shift-B,Utility-A,482,1065,17,14,77
2024-02-15,Plant-C,Line-2,Shift-B,Offroad-A,1104,969,22,30,43
2024-10-28,Plant-D,Line-1,Shift-A,Offroad-A,892,473,28,36,0
2024-12-21,Plant-C,Line-3,Shift-B,Offroad-A,405,1099,6,31,90
2024-07-07,Plant-B,Line-3,Shift-C,Offroad-A,1104,479,23,21,87
2024-11-05,Plant-A,Line-2,Shift-B,Utility-A,1128,1095,45,2,65
2024-11-13,Plant-A,Line-1,Shift-A,SUV-A,746,865,24,16,11
2024-05-08,Plant-A,Line-2,Shift-A,Offroad-A,933,829,13,28,12
2024-02-18,Plant-B,Line-2,Shift-B,Offroad-A,1056,1081,37,11,26
2024-01-25,Plant-B,Line-2,Shift-B,SUV-B,1196,1123,2,13,19
2024-09-22,Plant-C,Line-3,Shift-B,SUV-B,850,891,45,7,110
2024-04-27,Plant-A,Line-1,Shift-B,Utility-A,544,1178,13,1,111
2024-05-23,Plant-B,Line-1,Shift-A,Offroad-A,401,426,2,33,114
2024-07-18,Plant-D,Line-3,Shift-B,Offroad-A,687,532,41,23,100
2024-06-05,Plant-B,Line-2,Shift-A,Offroad-A,624,715,8,19,97
2024-12-13,Plant-B,Line-2,Shift-A,Utility-A,836,641,6,9,5
2024-05-13,Plant-D,Line-3,Shift-C,Utility-A,613,1063,25,39,7
2024-05-27,Plant-A,Line-1,Shift-A,Offroad-A,565,738,6,6,20
2024-12-01,Plant-D,Line-3,Shift-B,Offroad-A,772,506,6,0,102
2024-03-11,Plant-A,Line-1,Shift-B,Utility-A,1052,449,43,9,20
2024-08-20,Plant-D,Line-1,Shift-B,Offroad-A,906,983,35,4,44
2024-11-29,Plant-C,Line-1,Shift-B,SUV-A,975,1176,12,39,69
2024-10-25,Plant-A,Line-2,Shift-C,SUV-A,732,459,2,20,104
2024-06-02,Plant-B,Line-2,Shift-C,Utility-A,611,1028,19,8,43
2024-03-30,Plant-C,Line-3,Shift-C,SUV-A,688,991,8,28,58
2024-11-29,Plant-A,Line-3,Shift-C,SUV-B,1009,619,21,30,29
2024-07-17,Plant-A,Line-2,Shift-A,Offroad-A,565,487,44,26,9
2024-06-09,Plant-A,Line-3,Shift-C,SUV-B,525,1037,32,5,74
2024-01-26,Plant-D,Line-2,Shift-A,SUV-B,556,413,22,30,0
2024-04-30,Plant-A,Line-2,Shift-B,SUV-B,1161,992,22,35,9
2024-10-27,Plant-B,Line-1,Shift-A,SUV-A,972,856,37,1,24
2024-07-30,Plant-A,Line-1,Shift-A,Offroad-A,431,1189,25,20,79
2024-03-03,Plant-B,Line-2,Shift-C,Offroad-A,673,1049,31,33,82
2024-03-08,Plant-B,Line-1,Shift-B,Utility-A,700,1138,27,21,73
2024-09-09,Plant-B,Line-2,Shift-B,SUV-B,420,699,29,12,110
2024-01-02,Plant-C,Line-1,Shift-C,SUV-A,923,496,39,18,13
2024-04-17,Plant-B,Line-3,Shift-A,SUV-B,1155,684,16,32,2
2024-10-12,Plant-D,Line-3,Shift-C,SUV-B,1014,881,17,37,67
2024-02-18,Plant-A,Line-2,Shift-A,Offroad-A,675,1175,24,39,39
2024-05-19,Plant-D,Line-2,Shift-C,Utility-A,406,903,3,2,32
2024-08-05,Plant-C,Line-1,Shift-C,SUV-A,854,756,25,37,83
2024-02-13,Plant-A,Line-1,Shift-B,Offroad-A,529,693,30,18,78
2024-09-25,Plant-B,Line-2,Shift-B,SUV-B,698,1001,11,6,6
2024-03-18,Plant-A,Line-3,Shift-B,Offroad-A,496,870,47,14,107
2024-08-03,Plant-C,Line-3,Shift-C,SUV-B,676,940,17,37,2
2024-04-07,Plant-C,Line-2,Shift-B,SUV-A,684,1199,9,24,118
2024-08-23,Plant-D,Line-3,Shift-B,Offroad-A,1199,1009,35,21,90
2024-10-08,Plant-A,Line-2,Shift-C,Offroad-A,572,1054,1,22,36
2024-05-28,Plant-A,Line-1,Shift-B,Offroad-A,731,1120,24,9,92
2024-10-30,Plant-A,Line-3,Shift-A,Offroad-A,604,485,46,35,25
2024-03-06,Plant-D,Line-3,Shift-B,Offroad-A,502,388,8,36,90
2024-08-21,Plant-C,Line-1,Shift-A,SUV-A,1024,669,46,6,24
2024-03-27,Plant-B,Line-1,Shift-B,Utility-A,759,636,31,24,39
2024-03-19,Plant-A,Line-3,Shift-C,SUV-A,530,812,4,39,42
2024-07-23,Plant-D,Line-3,Shift-C,Offroad-A,438,1011,2,23,114
2024-10-05,Plant-D,Line-2,Shift-B,SUV-B,706,701,16,4,93
2024-12-02,Plant-B,Line-2,Shift-A,SUV-B,919,354,12,20,43
2024-09-10,Plant-C,Line-3,Shift-B,Offroad-A,445,585,2,39,83
2024-10-30,Plant-A,Line-2,Shift-C,Utility-A,593,585,27,19,70
2024-05-09,Plant-A,Line-1,Shift-B,Offroad-A,917,1175,3,28,28
2024-03-24,Plant-D,Line-2,Shift-C,SUV-A,969,850,17,36,109
2024-10-02,Plant-C,Line-2,Shift-A,Utility-A,568,454,34,19,97
2024-07-05,Plant-A,Line-3,Shift-A,Utility-A,521,556,13,17,89
2024-02-15,Plant-B,Line-2,Shift-C,SUV-A,648,588,15,3,90
2024-07-01,Plant-C,Line-3,Shift-A,Utility-A,606,1180,11,10,117
2024-09-24,Plant-C,Line-3,Shift-C,Offroad-A,514,1178,10,21,56
2024-10-22,Plant-D,Line-3,Shift-C,Offroad-A,638,401,1,13,107
2024-11-17,Plant-D,Line-1,Shift-C,SUV-B,965,457,32,27,8
2024-04-09,Plant-A,Line-2,Shift-B,SUV-A,475,706,12,3,21
2024-03-18,Plant-D,Line-2,Shift-A,Utility-A,568,382,29,15,75
2024-09-28,Plant-C,Line-2,Shift-B,Utility-A,447,371,25,37,69
2024-12-04,Plant-A,Line-3,Shift-B,Utility-A,1135,656,49,22,5
2024-06-10,Plant-A,Line-1,Shift-A,Offroad-A,469,360,17,12,26
2024-02-13,Plant-C,Line-3,Shift-B,SUV-A,907,988,12,19,117
2024-08-25,Plant-A,Line-2,Shift-C,Offroad-A,554,791,3,4,82
2024-05-13,Plant-B,Line-3,Shift-B,Utility-A,958,911,32,18,51
2024-07-10,Plant-B,Line-3,Shift-C,Offroad-A,860,547,14,20,69
2024-12-21,Plant-A,Line-2,Shift-A,Utility-A,772,878,16,4,48
2024-10-04,Plant-D,Line-3,Shift-B,Utility-A,1190,393,5,13,80
2024-01-18,Plant-B,Line-3,Shift-A,Offroad-A,601,534,4,35,92
2024-01-12,Plant-A,Line-1,Shift-C,Utility-A,1053,738,32,5,22
2024-06-28,Plant-B,Line-3,Shift-B,Offroad-A,716,900,15,4,80
2024-05-02,Plant-D,Line-1,Shift-C,SUV-B,850,856,45,23,20
2024-09-02,Plant-C,Line-2,Shift-C,Offroad-A,1037,791,23,28,73
2024-08-09,Plant-A,Line-1,Shift-C,SUV-B,1064,845,4,28,106
2024-02-20,Plant-A,Line-3,Shift-A,SUV-B,976,854,2,1,7
2024-03-11,Plant-A,Line-2,Shift-A,Offroad-A,495,486,34,5,53
2024-02-17,Plant-A,Line-3,Shift-A,SUV-A,1092,628,26,33,13
2024-01-19,Plant-A,Line-3,Shift-B,SUV-A,895,513,11,11,30
2024-09-18,Plant-A,Line-1,Shift-C,Offroad-A,761,892,49,21,50
2024-03-24,Plant-D,Line-3,Shift-A,Offroad-A,856,372,40,3,61
2024-06-03,Plant-C,Line-1,Shift-C,Utility-A,577,1060,24,5,17
2024-02-22,Plant-D,Line-2,Shift-A,Utility-A,528,856,16,2,46
2024-04-16,Plant-D,Line-2,Shift-C,Offroad-A,889,1035,48,12,93
2024-12-22,Plant-C,Line-3,Shift-A,SUV-A,438,859,19,22,81
2024-10-30,Plant-D,Line-1,Shift-A,Utility-A,857,919,27,34,51
2024-05-14,Plant-B,Line-3,Shift-A,Utility-A,749,1057,49,25,88
2024-03-09,Plant-D,Line-3,Shift-A,SUV-A,1044,949,34,8,112
2024-01-11,Plant-A,Line-3,Shift-C,Offroad-A,851,793,49,22,36
2024-05-22,Plant-B,Line-3,Shift-A,SUV-A,779,491,14,3,88
2024-07-10,Plant-B,Line-1,Shift-A,SUV-B,508,630,32,33,29
2024-03-09,Plant-C,Line-3,Shift-A,Utility-A,983,556,2,36,29
2024-01-23,Plant-D,Line-2,Shift-C,Utility-A,607,1033,6,7,99
2024-06-29,Plant-D,Line-1,Shift-A,Utility-A,976,651,9,33,74
2024-10-19,Plant-B,Line-3,Shift-C,SUV-A,640,746,40,36,47
2024-01-09,Plant-D,Line-1,Shift-B,SUV-A,990,667,25,5,38
2024-09-27,Plant-D,Line-3,Shift-C,Offroad-A,487,1136,40,6,26
2024-04-02,Plant-C,Line-2,Shift-B,Utility-A,798,397,39,38,15
2024-01-17,Plant-B,Line-2,Shift-A,SUV-B,1089,1022,5,35,101
2024-06-02,Plant-A,Line-2,Shift-A,Offroad-A,661,1026,32,4,31
2024-11-23,Plant-B,Line-1,Shift-C,SUV-A,977,739,15,2,28
2024-05-28,Plant-C,Line-2,Shift-A,SUV-B,724,728,23,16,51
2024-09-23,Plant-C,Line-3,Shift-A,Offroad-A,770,566,29,18,73
2024-11-23,Plant-C,Line-3,Shift-C,SUV-A,504,978,9,0,93
2024-04-15,Plant-D,Line-3,Shift-A,SUV-B,497,1198,10,36,74
2024-02-04,Plant-B,Line-1,Shift-B,Offroad-A,886,600,43,8,14
2024-04-28,Plant-D,Line-1,Shift-B,SUV-B,495,783,21,3,43
2024-01-14,Plant-D,Line-2,Shift-A,SUV-A,871,1105,2,9,22
2024-01-14,Plant-B,Line-1,Shift-A,Offroad-A,445,1108,37,31,47
2024-09-22,Plant-C,Line-3,Shift-B,SUV-A,430,934,39,0,22
2024-05-19,Plant-A,Line-3,Shift-A,Utility-A,807,633,22,22,113
2024-10-20,Plant-A,Line-3,Shift-B,Utility-A,774,832,44,16,70
2024-12-29,Plant-B,Line-1,Shift-C,SUV-B,781,1056,18,29,13
2024-04-28,Plant-B,Line-3,Shift-B,Utility-A,1115,616,39,26,72
2024-08-25,Plant-C,Line-2,Shift-A,SUV-A,1059,948,12,14,53
2024-02-03,Plant-B,Line-1,Shift-A,SUV-B,1043,595,35,37,91
2024-06-17,Plant-B,Line-3,Shift-B,Offroad-A,1097,507,2,6,69
2024-01-10,Plant-C,Line-3,Shift-B,SUV-A,1100,706,21,32,42
2024-05-01,Plant-C,Line-1,Shift-A,Offroad-A,888,897,24,4,44
2024-05-24,Plant-D,Line-1,Shift-A,Offroad-A,1038,585,19,38,21
2024-08-10,Plant-B,Line-2,Shift-A,Offroad-A,708,1109,27,33,60
2024-09-13,Plant-A,Line-1,Shift-C,Offroad-A,998,809,2,2,17
2024-09-24,Plant-B,Line-3,Shift-C,SUV-A,1032,449,21,31,43
2024-12-24,Plant-A,Line-2,Shift-B,Utility-A,534,1088,43,1,101
2024-01-04,Plant-A,Line-3,Shift-B,SUV-A,727,468,36,15,85
2024-12-19,Plant-A,Line-3,Shift-C,Utility-A,598,703,37,16,72
2024-04-15,Plant-D,Line-3,Shift-C,Offroad-A,1082,1057,17,11,17
2024-03-25,Plant-C,Line-1,Shift-B,Utility-A,659,437,19,4,56
2024-08-01,Plant-C,Line-1,Shift-C,Offroad-A,523,385,45,3,84
2024-04-30,Plant-D,Line-3,Shift-B,SUV-B,1153,663,4,15,14
2024-05-11,Plant-C,Line-1,Shift-A,Offroad-A,982,889,42,17,72
2024-12-03,Plant-D,Line-3,Shift-B,Utility-A,781,900,8,19,105
2024-07-15,Plant-B,Line-1,Shift-C,SUV-B,906,671,28,8,57
2024-01-19,Plant-D,Line-1,Shift-C,SUV-B,970,776,16,15,1
2024-05-09,Plant-C,Line-1,Shift-C,Offroad-A,508,866,11,34,13
2024-01-12,Plant-C,Line-2,Shift-B,SUV-A,440,1002,25,28,20
2024-03-21,Plant-B,Line-1,Shift-C,Utility-A,844,1089,32,29,42
2024-11-25,Plant-D,Line-2,Shift-B,SUV-B,1197,358,32,19,44
2024-12-19,Plant-B,Line-2,Shift-A,SUV-A,545,708,35,21,33
2024-09-18,Plant-A,Line-2,Shift-A,Offroad-A,1197,827,28,22,116
2024-05-04,Plant-D,Line-3,Shift-C,Offroad-A,963,406,21,35,70
2024-11-02,Plant-B,Line-1,Shift-B,Offroad-A,575,632,17,21,78
2024-09-23,Plant-B,Line-3,Shift-B,Offroad-A,678,794,16,0,102
2024-05-19,Plant-C,Line-2,Shift-C,Utility-A,779,810,43,20,11
2024-11-24,Plant-D,Line-1,Shift-B,SUV-B,564,839,23,18,6
2024-01-02,Plant-A,Line-3,Shift-C,Utility-A,885,708,21,7,68
2024-01-08,Plant-A,Line-2,Shift-C,SUV-B,1163,1039,43,4,110
2024-09-06,Plant-D,Line-3,Shift-A,SUV-A,1014,943,4,39,102
2024-05-18,Plant-D,Line-3,Shift-C,SUV-A,964,946,0,28,117
2024-05-03,Plant-B,Line-1,Shift-B,SUV-B,1166,414,18,17,86
2024-11-04,Plant-C,Line-1,Shift-C,Offroad-A,760,778,29,28,116
2024-08-15,Plant-C,Line-3,Shift-A,SUV-A,572,1151,38,14,27
2024-01-10,Plant-C,Line-1,Shift-A,Utility-A,1162,806,14,30,97
2024-07-30,Plant-D,Line-1,Shift-B,SUV-B,576,485,45,14,24
2024-04-21,Plant-C,Line-3,Shift-C,SUV-A,448,1111,34,2,65
2024-01-08,Plant-B,Line-1,Shift-B,SUV-B,510,955,4,32,50
2024-10-18,Plant-D,Line-1,Shift-B,Offroad-A,609,397,5,23,72
2024-12-27,Plant-D,Line-2,Shift-C,SUV-B,1159,961,24,37,33
2024-09-09,Plant-C,Line-1,Shift-A,SUV-A,1086,1199,10,23,45
2024-01-14,Plant-A,Line-2,Shift-B,SUV-B,1018,543,21,12,46
2024-08-27,Plant-A,Line-3,Shift-B,SUV-A,1064,466,33,26,119
2024-08-29,Plant-B,Line-2,Shift-A,SUV-A,554,1128,43,32,31
2024-12-07,Plant-C,Line-3,Shift-C,SUV-A,1051,1169,13,18,11
2024-05-28,Plant-C,Line-1,Shift-C,Utility-A,1062,513,8,24,18
2024-08-23,Plant-D,Line-1,Shift-C,Offroad-A,672,828,19,5,46
2024-11-01,Plant-D,Line-2,Shift-A,Offroad-A,955,636,15,32,37
2024-06-15,Plant-C,Line-3,Shift-B,SUV-B,982,885,16,24,9
2024-01-20,Plant-D,Line-1,Shift-A,SUV-B,1036,843,16,22,9
2024-08-03,Plant-C,Line-2,Shift-B,SUV-A,1063,754,33,16,98
2024-12-08,Plant-B,Line-2,Shift-B,Offroad-A,854,445,41,20,40
2024-05-14,Plant-D,Line-2,Shift-C,SUV-B,715,846,10,19,54
2024-05-08,Plant-C,Line-1,Shift-C,SUV-B,1131,603,34,11,100
2024-10-20,Plant-D,Line-3,Shift-C,Offroad-A,614,763,33,12,95
2024-09-02,Plant-B,Line-1,Shift-A,SUV-A,729,982,35,17,119
2024-07-07,Plant-D,Line-1,Shift-C,SUV-B,543,933,7,21,117
2024-02-13,Plant-C,Line-3,Shift-A,SUV-A,1018,720,18,23,70
2024-03-26,Plant-D,Line-2,Shift-C,Offroad-A,753,925,49,32,114
2024-02-13,Plant-D,Line-1,Shift-C,Offroad-A,680,592,32,2,73
2024-11-25,Plant-C,Line-2,Shift-C,SUV-B,721,988,22,16,42
2024-05-24,Plant-A,Line-2,Shift-A,SUV-B,705,722,1,38,37
2024-02-20,Plant-D,Line-3,Shift-B,Offroad-A,878,388,7,31,26
2024-08-29,Plant-D,Line-3,Shift-A,SUV-A,789,702,28,16,31
2024-10-20,Plant-B,Line-3,Shift-A,SUV-A,463,775,41,24,114
2024-02-20,Plant-A,Line-2,Shift-A,Utility-A,1195,426,6,7,70
2024-09-22,Plant-B,Line-2,Shift-B,Offroad-A,664,859,48,34,47
2024-04-29,Plant-C,Line-1,Shift-A,SUV-B,405,866,28,28,25
2024-07-18,Plant-C,Line-2,Shift-C,Offroad-A,567,489,30,11,85
2024-09-04,Plant-B,Line-3,Shift-B,SUV-B,754,601,29,35,57
2024-03-10,Plant-D,Line-3,Shift-A,SUV-A,572,1018,34,8,75
2024-12-06,Plant-A,Line-3,Shift-A,SUV-B,518,1120,24,25,23
2024-02-26,Plant-B,Line-3,Shift-B,Utility-A,625,666,46,21,119
2024-02-08,Plant-B,Line-2,Shift-A,SUV-A,573,769,3,30,53
2024-10-15,Plant-C,Line-3,Shift-B,Utility-A,528,1098,48,29,113
2024-01-18,Plant-D,Line-1,Shift-C,Offroad-A,586,424,42,14,45
2024-08-07,Plant-A,Line-2,Shift-A,SUV-B,462,378,37,32,57
2024-11-08,Plant-B,Line-3,Shift-A,SUV-A,673,390,16,2,92
