claim_date,vehicle_model,plant,supplier,part_name,failure_mode,claim_count,repair_cost,vehicle_age_months,region
2024-08-14,Offroad-A,Plant-A,Supplier-Alpha,Rear Bumper,Fitment Issue,2,14410,10,North
2024-07-10,SUV-A,Plant-D,Supplier-Beta,Door Trim,Surface Damage,2,16966,22,East
2024-11-16,SUV-B,Plant-B,Supplier-Alpha,Front Bumper,Material Failure,2,24602,25,North
2024-12-07,Offroad-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Crack,1,9380,29,South
2024-01-28,SUV-B,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,4,8271,7,North
2024-11-09,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Noise,6,10486,35,East
2024-08-02,SUV-B,Plant-B,Supplier-Delta,Front Bumper,Surface Damage,4,18188,29,East
2024-01-18,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Crack,3,12762,16,East
2024-04-19,Utility-A,Plant-B,Supplier-Delta,Rear Bumper,Crack,5,17569,8,West
2024-04-30,SUV-B,Plant-B,Supplier-Beta,Dashboard Panel,Crack,5,5954,9,East
2024-10-26,SUV-A,Plant-D,Supplier-Alpha,Dashboard Panel,Noise,4,2057,20,West
2024-03-04,SUV-A,Plant-B,Supplier-Beta,Fender Cladding,Material Failure,5,6246,19,West
2024-02-06,Offroad-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Crack,4,20904,16,West
2024-01-03,SUV-A,Plant-B,Supplier-Delta,Front Bumper,Noise,7,20075,29,East
2024-09-26,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Surface Damage,2,21794,34,South
2024-05-14,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Surface Damage,6,5514,28,North
2024-03-23,Utility-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,7,22506,34,West
2024-07-25,SUV-A,Plant-A,Supplier-Alpha,Dashboard Panel,Noise,3,18059,17,North
2024-06-15,Utility-A,Plant-C,Supplier-Delta,Rear Bumper,Crack,5,18847,4,West
2024-05-12,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Noise,7,9273,34,North
2024-03-19,Offroad-A,Plant-B,Supplier-Delta,Dashboard Panel,Noise,2,8582,30,West
2024-11-03,SUV-A,Plant-A,Supplier-Delta,Rear Bumper,Material Failure,5,16002,30,West
2024-04-18,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,3,8218,31,West
2024-01-26,Offroad-A,Plant-A,Supplier-Alpha,Front Bumper,Noise,1,18763,32,West
2024-06-15,Offroad-A,Plant-D,Supplier-Gamma,Door Trim,Crack,3,6037,34,South
2024-06-21,SUV-A,Plant-A,Supplier-Beta,Rear Bumper,Fitment Issue,2,13284,18,West
2024-11-28,Utility-A,Plant-B,Supplier-Alpha,Dashboard Panel,Surface Damage,3,5239,6,South
2024-01-31,SUV-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Noise,2,10168,3,West
2024-05-30,SUV-B,Plant-A,Supplier-Alpha,Dashboard Panel,Material Failure,3,5387,14,West
2024-02-09,Utility-A,Plant-A,Supplier-Delta,Dashboard Panel,Crack,7,12847,17,North
2024-10-14,SUV-B,Plant-B,Supplier-Beta,Fender Cladding,Noise,5,9243,27,North
2024-12-22,SUV-B,Plant-A,Supplier-Delta,Rear Bumper,Material Failure,6,10869,26,South
2024-09-16,Offroad-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,3,6321,14,West
2024-03-21,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Noise,3,16945,24,West
2024-12-05,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,4,10703,21,North
2024-06-22,SUV-B,Plant-D,Supplier-Beta,Door Trim,Crack,3,18659,1,West
2024-03-15,SUV-B,Plant-A,Supplier-Alpha,Front Bumper,Crack,5,14473,32,North
2024-02-11,Offroad-A,Plant-A,Supplier-Alpha,Door Trim,Surface Damage,2,13371,11,West
2024-04-06,Offroad-A,Plant-D,Supplier-Gamma,Fender Cladding,Fitment Issue,1,8674,17,East
2024-06-15,SUV-A,Plant-D,Supplier-Gamma,Rear Bumper,Noise,1,13697,3,South
2024-07-16,Utility-A,Plant-B,Supplier-Gamma,Dashboard Panel,Material Failure,1,14931,29,West
2024-04-12,SUV-B,Plant-A,Supplier-Delta,Front Bumper,Surface Damage,7,19102,19,North
2024-02-16,SUV-A,Plant-B,Supplier-Gamma,Fender Cladding,Surface Damage,1,20159,33,South
2024-06-14,Offroad-A,Plant-A,Supplier-Gamma,Front Bumper,Material Failure,6,8576,5,North
2024-01-18,SUV-B,Plant-D,Supplier-Beta,Rear Bumper,Fitment Issue,2,19640,2,North
2024-01-02,Utility-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,6,16925,9,East
2024-04-14,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Surface Damage,2,15422,25,South
2024-04-11,SUV-B,Plant-C,Supplier-Alpha,Fender Cladding,Surface Damage,1,17063,20,West
2024-06-30,SUV-A,Plant-A,Supplier-Beta,Fender Cladding,Surface Damage,7,10684,11,East
2024-07-27,SUV-B,Plant-C,Supplier-Gamma,Door Trim,Surface Damage,3,24842,12,West
2024-12-09,SUV-A,Plant-D,Supplier-Delta,Fender Cladding,Surface Damage,3,9042,1,East
2024-08-03,SUV-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,6,4248,24,West
2024-09-16,Offroad-A,Plant-D,Supplier-Beta,Wheel Arch Cladding,Noise,4,9649,17,North
2024-01-07,SUV-B,Plant-A,Supplier-Gamma,Door Trim,Noise,2,7682,16,South
2024-07-25,SUV-A,Plant-A,Supplier-Beta,Dashboard Panel,Crack,4,16775,8,North
2024-02-26,SUV-B,Plant-A,Supplier-Beta,Rear Bumper,Noise,5,6093,24,South
2024-01-30,Utility-A,Plant-D,Supplier-Gamma,Front Bumper,Noise,2,14601,6,West
2024-09-07,SUV-B,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,1,23528,9,East
2024-08-08,Offroad-A,Plant-A,Supplier-Gamma,Front Bumper,Surface Damage,1,22765,3,East
2024-08-28,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,4,15264,23,South
2024-06-20,SUV-A,Plant-D,Supplier-Gamma,Fender Cladding,Fitment Issue,2,6936,31,South
2024-09-01,Utility-A,Plant-A,Supplier-Beta,Dashboard Panel,Crack,3,20051,34,North
2024-07-23,Offroad-A,Plant-A,Supplier-Alpha,Rear Bumper,Fitment Issue,2,6234,35,East
2024-08-18,SUV-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,4,11694,17,East
2024-12-11,Utility-A,Plant-C,Supplier-Delta,Front Bumper,Fitment Issue,4,22858,21,South
2024-02-05,SUV-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,6,19172,3,South
2024-04-08,SUV-A,Plant-B,Supplier-Beta,Door Trim,Noise,6,8190,35,East
2024-09-14,Offroad-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Crack,7,3411,34,North
2024-05-21,Utility-A,Plant-B,Supplier-Alpha,Front Bumper,Noise,1,13683,14,North
2024-07-26,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Material Failure,1,24642,16,North
2024-04-22,SUV-B,Plant-D,Supplier-Beta,Wheel Arch Cladding,Crack,5,24755,4,South
2024-04-09,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Material Failure,7,10758,9,South
2024-04-13,Offroad-A,Plant-D,Supplier-Alpha,Rear Bumper,Material Failure,7,8616,15,East
2024-08-27,Offroad-A,Plant-B,Supplier-Delta,Fender Cladding,Fitment Issue,4,7678,1,East
2024-08-28,Offroad-A,Plant-D,Supplier-Alpha,Dashboard Panel,Fitment Issue,7,14067,10,South
2024-10-17,SUV-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,5,14029,11,North
2024-05-28,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,5,14277,31,East
2024-08-07,Utility-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Crack,7,8061,34,West
2024-03-22,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Noise,1,8164,17,South
2024-10-14,SUV-B,Plant-C,Supplier-Delta,Fender Cladding,Crack,3,14811,4,West
2024-05-30,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Fitment Issue,1,3205,18,West
2024-05-13,Offroad-A,Plant-B,Supplier-Beta,Dashboard Panel,Surface Damage,2,4744,7,North
2024-10-11,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Material Failure,3,20050,12,South
2024-11-14,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Fitment Issue,6,14069,19,South
2024-08-12,SUV-A,Plant-A,Supplier-Delta,Fender Cladding,Fitment Issue,4,12358,8,West
2024-05-04,Offroad-A,Plant-C,Supplier-Gamma,Front Bumper,Material Failure,3,20301,10,North
2024-04-05,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Material Failure,4,12850,7,East
2024-12-02,SUV-A,Plant-C,Supplier-Beta,Dashboard Panel,Noise,4,19303,28,West
2024-08-27,Utility-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Crack,5,12776,18,North
2024-11-09,Offroad-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,2,8337,1,West
2024-03-25,SUV-A,Plant-A,Supplier-Delta,Rear Bumper,Crack,1,22427,29,South
2024-03-24,Offroad-A,Plant-B,Supplier-Beta,Front Bumper,Fitment Issue,7,12454,22,North
2024-12-08,SUV-B,Plant-A,Supplier-Delta,Door Trim,Surface Damage,5,7948,22,North
2024-09-28,SUV-A,Plant-D,Supplier-Beta,Dashboard Panel,Surface Damage,5,17468,24,South
2024-01-06,SUV-B,Plant-C,Supplier-Beta,Fender Cladding,Noise,2,22047,25,East
2024-01-07,Offroad-A,Plant-C,Supplier-Beta,Door Trim,Noise,1,7729,20,South
2024-01-14,Utility-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Noise,5,7085,30,South
2024-01-03,SUV-B,Plant-C,Supplier-Alpha,Door Trim,Surface Damage,3,4198,7,West
2024-08-12,SUV-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,1,7674,3,North
2024-10-31,SUV-A,Plant-C,Supplier-Delta,Door Trim,Material Failure,2,19819,6,South
2024-10-18,Offroad-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,3,24889,16,North
2024-10-11,SUV-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,3,22916,13,West
2024-06-16,Offroad-A,Plant-D,Supplier-Beta,Door Trim,Crack,5,9430,7,North
2024-05-11,SUV-B,Plant-D,Supplier-Gamma,Door Trim,Fitment Issue,2,11406,29,South
2024-04-30,Utility-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Noise,2,3263,11,West
2024-08-23,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Noise,5,15872,2,West
2024-01-23,SUV-B,Plant-D,Supplier-Gamma,Rear Bumper,Material Failure,6,13796,24,West
2024-04-11,Offroad-A,Plant-B,Supplier-Beta,Front Bumper,Fitment Issue,1,7738,26,East
2024-05-11,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,4,7985,9,East
2024-09-30,SUV-B,Plant-B,Supplier-Beta,Rear Bumper,Material Failure,5,4663,6,North
2024-01-01,Offroad-A,Plant-B,Supplier-Gamma,Door Trim,Crack,3,18868,30,North
2024-02-01,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Crack,4,2263,14,West
2024-05-28,SUV-B,Plant-B,Supplier-Alpha,Door Trim,Fitment Issue,1,16465,14,North
2024-06-14,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,6,13411,14,West
2024-10-23,SUV-B,Plant-D,Supplier-Beta,Front Bumper,Crack,7,12828,24,East
2024-06-25,Utility-A,Plant-D,Supplier-Beta,Dashboard Panel,Surface Damage,1,21659,18,West
2024-12-06,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Surface Damage,6,22034,2,South
2024-04-02,Offroad-A,Plant-D,Supplier-Delta,Fender Cladding,Noise,7,10578,32,West
2024-04-26,SUV-A,Plant-A,Supplier-Alpha,Dashboard Panel,Fitment Issue,7,24330,26,South
2024-04-05,Offroad-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Crack,7,3089,31,East
2024-02-28,Utility-A,Plant-A,Supplier-Gamma,Rear Bumper,Material Failure,7,20541,21,West
2024-05-20,SUV-B,Plant-C,Supplier-Beta,Front Bumper,Material Failure,1,11154,29,East
2024-11-12,SUV-B,Plant-A,Supplier-Beta,Wheel Arch Cladding,Surface Damage,4,20843,14,South
2024-02-20,SUV-A,Plant-B,Supplier-Gamma,Front Bumper,Crack,5,8471,1,West
2024-09-11,SUV-B,Plant-D,Supplier-Alpha,Rear Bumper,Surface Damage,6,23021,34,North
2024-03-31,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Surface Damage,2,3674,32,East
2024-11-16,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,5,12830,12,South
2024-10-31,SUV-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,5,22727,3,East
2024-06-25,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Crack,4,13118,14,West
2024-04-12,SUV-A,Plant-D,Supplier-Delta,Dashboard Panel,Noise,3,7065,22,South
2024-05-21,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,7,8054,26,West
2024-01-30,SUV-B,Plant-C,Supplier-Delta,Door Trim,Noise,4,24383,35,West
2024-05-21,SUV-B,Plant-B,Supplier-Gamma,Dashboard Panel,Surface Damage,3,11231,23,West
2024-07-21,SUV-B,Plant-C,Supplier-Alpha,Dashboard Panel,Surface Damage,4,16353,4,North
2024-08-10,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Crack,3,23670,26,West
2024-12-13,Utility-A,Plant-C,Supplier-Delta,Front Bumper,Crack,2,12284,26,North
2024-11-13,Utility-A,Plant-A,Supplier-Beta,Door Trim,Surface Damage,6,17104,26,West
2024-01-03,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Noise,2,3954,30,East
2024-02-08,SUV-A,Plant-D,Supplier-Beta,Fender Cladding,Noise,1,16836,29,East
2024-10-01,Offroad-A,Plant-D,Supplier-Delta,Door Trim,Surface Damage,7,24974,32,East
2024-12-26,Utility-A,Plant-C,Supplier-Gamma,Rear Bumper,Material Failure,1,24744,14,West
2024-04-07,Offroad-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,3,6971,29,North
2024-05-07,Offroad-A,Plant-C,Supplier-Gamma,Fender Cladding,Noise,5,7808,5,West
2024-06-15,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,7,2146,30,East
2024-09-22,Utility-A,Plant-C,Supplier-Alpha,Front Bumper,Fitment Issue,1,22539,22,East
2024-12-10,Offroad-A,Plant-D,Supplier-Gamma,Rear Bumper,Crack,4,24533,32,South
2024-05-30,Offroad-A,Plant-B,Supplier-Alpha,Rear Bumper,Crack,2,4725,17,South
2024-09-04,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Material Failure,1,20200,30,North
2024-02-28,SUV-B,Plant-D,Supplier-Gamma,Fender Cladding,Surface Damage,1,7021,6,North
2024-08-05,Utility-A,Plant-D,Supplier-Beta,Fender Cladding,Fitment Issue,1,7307,5,South
2024-03-23,Offroad-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Material Failure,4,16062,22,North
2024-04-11,Utility-A,Plant-C,Supplier-Gamma,Rear Bumper,Surface Damage,4,21511,23,East
2024-05-27,SUV-A,Plant-C,Supplier-Alpha,Fender Cladding,Surface Damage,1,16673,13,East
2024-08-31,Utility-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Noise,5,7386,16,North
2024-10-26,Utility-A,Plant-B,Supplier-Alpha,Front Bumper,Fitment Issue,6,13932,14,East
2024-09-30,Offroad-A,Plant-B,Supplier-Alpha,Rear Bumper,Fitment Issue,6,8839,22,South
2024-02-17,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Noise,6,16765,4,East
2024-11-26,Utility-A,Plant-A,Supplier-Beta,Door Trim,Surface Damage,7,24231,17,South
2024-09-06,SUV-B,Plant-A,Supplier-Delta,Fender Cladding,Surface Damage,5,4328,3,South
2024-08-04,SUV-A,Plant-D,Supplier-Alpha,Fender Cladding,Material Failure,7,7615,3,North
2024-08-22,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Crack,4,24021,9,South
2024-01-01,SUV-B,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,7,17660,7,East
2024-04-06,SUV-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,4,20710,13,West
2024-09-19,Offroad-A,Plant-A,Supplier-Gamma,Fender Cladding,Fitment Issue,7,6433,32,South
2024-12-16,Offroad-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,2,5830,2,South
2024-03-30,SUV-A,Plant-D,Supplier-Beta,Door Trim,Fitment Issue,5,17434,13,West
2024-07-17,SUV-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Crack,6,11401,29,East
2024-04-09,SUV-A,Plant-A,Supplier-Delta,Dashboard Panel,Noise,7,7891,13,West
2024-05-31,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Crack,1,10297,20,South
2024-03-09,SUV-B,Plant-A,Supplier-Delta,Rear Bumper,Surface Damage,3,15851,11,West
2024-08-01,SUV-B,Plant-D,Supplier-Alpha,Rear Bumper,Surface Damage,7,17746,9,South
2024-04-17,Offroad-A,Plant-D,Supplier-Delta,Fender Cladding,Fitment Issue,2,5630,4,East
2024-06-12,SUV-A,Plant-A,Supplier-Beta,Fender Cladding,Noise,6,24012,15,North
2024-11-01,Offroad-A,Plant-A,Supplier-Alpha,Dashboard Panel,Material Failure,2,3299,31,West
2024-09-04,Offroad-A,Plant-A,Supplier-Alpha,Door Trim,Surface Damage,6,3115,2,West
2024-10-28,Offroad-A,Plant-D,Supplier-Delta,Door Trim,Material Failure,1,5940,12,West
2024-07-16,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Material Failure,7,11647,21,North
2024-10-05,SUV-B,Plant-D,Supplier-Beta,Rear Bumper,Surface Damage,1,18969,30,East
2024-01-12,SUV-A,Plant-B,Supplier-Gamma,Rear Bumper,Material Failure,4,10190,23,East
2024-06-04,Offroad-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,5,6975,11,North
2024-07-04,Offroad-A,Plant-B,Supplier-Alpha,Front Bumper,Material Failure,7,20707,25,East
2024-08-23,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Crack,7,18099,7,South
2024-11-12,SUV-A,Plant-B,Supplier-Alpha,Rear Bumper,Noise,4,19164,8,South
2024-08-11,Offroad-A,Plant-A,Supplier-Gamma,Fender Cladding,Fitment Issue,5,5409,22,South
2024-02-03,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Crack,7,6592,3,East
2024-12-15,SUV-A,Plant-B,Supplier-Delta,Front Bumper,Material Failure,5,16621,14,North
2024-04-10,SUV-A,Plant-D,Supplier-Delta,Door Trim,Crack,7,3679,27,West
2024-09-10,SUV-B,Plant-D,Supplier-Delta,Wheel Arch Cladding,Crack,3,10123,26,West
2024-09-30,Offroad-A,Plant-B,Supplier-Beta,Door Trim,Noise,2,17242,7,North
2024-06-11,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Noise,3,21324,8,West
2024-02-06,SUV-A,Plant-B,Supplier-Gamma,Door Trim,Material Failure,1,12342,4,West
2024-10-23,SUV-A,Plant-D,Supplier-Beta,Front Bumper,Crack,3,13713,2,North
2024-07-29,SUV-B,Plant-D,Supplier-Alpha,Rear Bumper,Noise,3,16834,17,South
2024-03-26,SUV-B,Plant-D,Supplier-Beta,Dashboard Panel,Noise,2,16670,21,North
2024-03-31,Utility-A,Plant-B,Supplier-Gamma,Front Bumper,Crack,7,12528,20,North
2024-09-07,SUV-A,Plant-B,Supplier-Delta,Front Bumper,Noise,3,15205,30,East
2024-07-26,Offroad-A,Plant-C,Supplier-Delta,Dashboard Panel,Surface Damage,2,19437,2,West
2024-10-21,Offroad-A,Plant-A,Supplier-Delta,Dashboard Panel,Noise,2,6179,15,East
2024-09-16,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Material Failure,2,6951,2,South
2024-11-03,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Material Failure,2,5634,27,East
2024-04-22,Utility-A,Plant-C,Supplier-Beta,Dashboard Panel,Fitment Issue,3,8512,21,East
2024-10-01,Utility-A,Plant-D,Supplier-Delta,Fender Cladding,Fitment Issue,4,2249,25,South
2024-04-01,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Crack,4,22096,29,East
2024-09-29,SUV-A,Plant-C,Supplier-Gamma,Fender Cladding,Material Failure,6,6645,5,West
2024-06-21,SUV-A,Plant-D,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,1,2941,1,South
2024-05-09,Utility-A,Plant-C,Supplier-Gamma,Door Trim,Crack,2,7463,25,East
2024-03-28,Utility-A,Plant-B,Supplier-Gamma,Door Trim,Fitment Issue,4,8208,25,West
2024-09-02,Utility-A,Plant-B,Supplier-Delta,Front Bumper,Noise,1,15774,11,West
2024-02-24,SUV-B,Plant-A,Supplier-Gamma,Door Trim,Surface Damage,7,18149,33,South
2024-12-12,Utility-A,Plant-A,Supplier-Delta,Fender Cladding,Fitment Issue,3,9224,19,North
2024-01-04,Offroad-A,Plant-C,Supplier-Beta,Fender Cladding,Noise,6,5698,18,West
2024-12-21,SUV-A,Plant-A,Supplier-Gamma,Fender Cladding,Surface Damage,7,8602,7,North
2024-11-11,Offroad-A,Plant-A,Supplier-Delta,Rear Bumper,Fitment Issue,1,9072,23,North
2024-01-29,SUV-A,Plant-B,Supplier-Gamma,Fender Cladding,Material Failure,4,19230,4,North
2024-07-07,SUV-B,Plant-C,Supplier-Alpha,Dashboard Panel,Surface Damage,6,23054,21,North
2024-02-15,SUV-B,Plant-B,Supplier-Alpha,Front Bumper,Noise,1,21689,13,East
2024-04-06,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Material Failure,1,19582,27,East
2024-02-18,SUV-B,Plant-B,Supplier-Alpha,Door Trim,Noise,6,10410,6,South
2024-04-29,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,6,5090,13,East
2024-05-25,SUV-B,Plant-C,Supplier-Alpha,Dashboard Panel,Noise,1,2374,18,North
2024-11-27,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Crack,4,10232,27,North
2024-09-05,SUV-B,Plant-B,Supplier-Delta,Dashboard Panel,Noise,6,23978,23,East
2024-03-14,Utility-A,Plant-A,Supplier-Beta,Rear Bumper,Noise,2,6954,31,East
2024-09-29,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,7,4698,21,North
2024-04-16,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Noise,3,3143,25,East
2024-12-17,SUV-A,Plant-B,Supplier-Delta,Dashboard Panel,Surface Damage,2,20733,16,North
2024-07-02,Offroad-A,Plant-D,Supplier-Alpha,Front Bumper,Noise,5,10000,16,West
2024-12-10,Utility-A,Plant-C,Supplier-Delta,Front Bumper,Fitment Issue,2,21505,21,West
2024-11-03,SUV-A,Plant-A,Supplier-Beta,Rear Bumper,Crack,7,6347,33,North
2024-03-11,Utility-A,Plant-C,Supplier-Gamma,Door Trim,Crack,6,16706,28,South
2024-01-20,Utility-A,Plant-B,Supplier-Gamma,Fender Cladding,Noise,3,16784,30,North
2024-06-05,Utility-A,Plant-C,Supplier-Gamma,Fender Cladding,Crack,7,16307,1,South
2024-12-04,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Material Failure,1,14841,5,West
2024-08-12,SUV-B,Plant-D,Supplier-Gamma,Front Bumper,Crack,2,4529,33,East
2024-06-26,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Fitment Issue,7,3798,11,South
2024-04-27,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Noise,4,14454,8,East
2024-06-07,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Crack,6,24226,31,East
2024-01-13,Offroad-A,Plant-D,Supplier-Delta,Front Bumper,Fitment Issue,5,17270,21,West
2024-02-25,Utility-A,Plant-A,Supplier-Beta,Front Bumper,Crack,1,6347,25,South
2024-08-27,SUV-A,Plant-B,Supplier-Gamma,Fender Cladding,Fitment Issue,1,11999,18,East
2024-10-01,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Noise,1,16008,12,West
2024-11-21,SUV-A,Plant-B,Supplier-Beta,Dashboard Panel,Fitment Issue,2,2255,12,East
2024-06-04,Offroad-A,Plant-C,Supplier-Alpha,Fender Cladding,Crack,4,9798,35,North
2024-03-20,Offroad-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,7,21325,29,North
2024-04-23,Offroad-A,Plant-B,Supplier-Gamma,Fender Cladding,Noise,6,6281,14,North
2024-02-02,Utility-A,Plant-B,Supplier-Gamma,Front Bumper,Fitment Issue,6,2920,13,East
2024-04-23,SUV-A,Plant-B,Supplier-Beta,Dashboard Panel,Material Failure,3,9663,19,South
2024-03-03,Utility-A,Plant-A,Supplier-Gamma,Front Bumper,Crack,5,17088,20,South
2024-01-26,SUV-A,Plant-D,Supplier-Alpha,Dashboard Panel,Fitment Issue,4,15142,2,East
2024-03-27,Utility-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Material Failure,2,18544,12,South
2024-09-13,Offroad-A,Plant-D,Supplier-Beta,Door Trim,Material Failure,5,3259,10,West
2024-04-02,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Surface Damage,7,4209,17,West
2024-07-18,Utility-A,Plant-C,Supplier-Gamma,Dashboard Panel,Fitment Issue,4,7000,7,East
2024-12-27,Utility-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,3,2274,18,North
2024-07-23,SUV-B,Plant-A,Supplier-Beta,Dashboard Panel,Material Failure,3,11719,13,East
2024-03-24,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Noise,1,20144,13,West
2024-04-16,Utility-A,Plant-B,Supplier-Alpha,Rear Bumper,Fitment Issue,1,7279,12,South
2024-09-03,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Surface Damage,3,15304,15,South
2024-01-05,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Crack,1,5083,3,North
2024-09-24,SUV-B,Plant-C,Supplier-Gamma,Front Bumper,Noise,1,13469,10,West
2024-10-30,Utility-A,Plant-C,Supplier-Beta,Front Bumper,Surface Damage,3,18716,23,South
2024-01-14,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,5,18126,4,East
2024-11-04,SUV-B,Plant-C,Supplier-Delta,Door Trim,Crack,6,4633,25,West
2024-08-05,SUV-A,Plant-B,Supplier-Beta,Door Trim,Noise,7,14699,1,South
2024-08-21,SUV-B,Plant-B,Supplier-Gamma,Dashboard Panel,Material Failure,3,14116,5,North
2024-02-14,Utility-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Surface Damage,7,7268,5,East
2024-06-08,Offroad-A,Plant-D,Supplier-Beta,Door Trim,Noise,1,12972,27,East
2024-06-06,SUV-B,Plant-D,Supplier-Beta,Dashboard Panel,Material Failure,7,15224,7,East
